example_id,caption,wav,split,image_id,target
2287887341_663bfa15af.jpg#0,A dog pants inside a car,2287887341_663bfa15af_0.wav,train,2287887341_663bfa15af.jpg,"['car', 'dog']"
2288315705_5f4c37d932.jpg#0,A dog zips along the beach .,2288315705_5f4c37d932_0.wav,train,2288315705_5f4c37d932.jpg,['beach']
2289096282_4ef120f189.jpg#0,a boy is riding a buggy down a woodland path .,2289096282_4ef120f189_0.wav,train,2289096282_4ef120f189.jpg,"['boy', 'path']"
2289212650_69de7a20b2.jpg#0,A white and a white dog are fighting over a stick in the water .,2289212650_69de7a20b2_0.wav,train,2289212650_69de7a20b2.jpg,"['water', 'stick', 'dog']"
228949397_9e63bfa775.jpg#0,A kid is going down a big water slide .,228949397_9e63bfa775_0.wav,train,228949397_9e63bfa775.jpg,"['kid', 'water', 'slide']"
2290589734_b588471345.jpg#0,One boy in a black shirt is grabbing the flag of the boy in the red shirt with the football .,2290589734_b588471345_0.wav,train,2290589734_b588471345.jpg,"['shirt', 'boy']"
2291485126_b8d41a63f4.jpg#0,A person on skis is jumping a small hill .,2291485126_b8d41a63f4_0.wav,train,2291485126_b8d41a63f4.jpg,"['hill', 'skis', 'person']"
2291511815_ac083fddbd.jpg#0,Three children are riding down a hill on tricycles in their winter coats .,2291511815_ac083fddbd_0.wav,train,2291511815_ac083fddbd.jpg,"['winter', 'hill']"
2293424366_7b5fcd2398.jpg#0,A young boy on a basketball team dribbles the ball .,2293424366_7b5fcd2398_0.wav,train,2293424366_7b5fcd2398.jpg,"['ball', 'boy']"
2294516804_11e255807a.jpg#0,A baby puffs up its cheeks .,2294516804_11e255807a_0.wav,train,2294516804_11e255807a.jpg,['baby']
2294598473_40637b5c04.jpg#0,A dog catches a Frisbee in midair .,2294598473_40637b5c04_0.wav,train,2294598473_40637b5c04.jpg,"['midair', 'frisbee', 'dog']"
2294688426_96c8614f1d.jpg#0,A man dressed in a black poncho stands in the middle of a parking lot .,2294688426_96c8614f1d_0.wav,train,2294688426_96c8614f1d.jpg,['man']
2295447147_458cfea65a.jpg#0,A brown dog in a field .,2295447147_458cfea65a_0.wav,train,2295447147_458cfea65a.jpg,"['dog', 'field']"
2295894587_2fd8faf550.jpg#0,A small white dog in the snow .,2295894587_2fd8faf550_0.wav,train,2295894587_2fd8faf550.jpg,"['snow', 'dog']"
2297471897_3419605c16.jpg#0,a dog playing ouside,2297471897_3419605c16_0.wav,train,2297471897_3419605c16.jpg,"['playing', 'dog']"
2297744130_f571f3a239.jpg#0,A child wearing a yellow jacket is jumping down from a rock .,2297744130_f571f3a239_0.wav,train,2297744130_f571f3a239.jpg,"['jacket', 'rock', 'child']"
2298077331_f9a1488067.jpg#0,A black dog and a brown dog run along a dirt path .,2298077331_f9a1488067_0.wav,train,2298077331_f9a1488067.jpg,"['path', 'dog']"
2298097636_c5de0079de.jpg#0,A brown dog is running alongside a black dog in a field .,2298097636_c5de0079de_0.wav,train,2298097636_c5de0079de.jpg,"['dog', 'field']"
2298283771_fb21a4217e.jpg#0,A group of adults are walking .,2298283771_fb21a4217e_0.wav,train,2298283771_fb21a4217e.jpg,['group']
2298661279_016d87ba2f.jpg#0,A boy in red pants getting ready to slide down a metal slide .,2298661279_016d87ba2f_0.wav,train,2298661279_016d87ba2f.jpg,"['slide', 'boy']"
2298946012_22de913532.jpg#0,Four horseriders look into the water .,2298946012_22de913532_0.wav,train,2298946012_22de913532.jpg,['water']
2299427360_422a3fb8b0.jpg#0,A dog runs through green grass with a tennis ball in its mouth .,2299427360_422a3fb8b0_0.wav,train,2299427360_422a3fb8b0.jpg,"['ball', 'tennis', 'dog', 'mouth', 'grass']"
229951087_4c20600c32.jpg#0,A man paddles a canoe in a lake .,229951087_4c20600c32_0.wav,train,229951087_4c20600c32.jpg,"['canoe', 'man', 'lake']"
229978782_3c690f5a0e.jpg#0,a man in red throws a Frisbee .,229978782_3c690f5a0e_0.wav,train,229978782_3c690f5a0e.jpg,"['frisbee', 'man']"
2299859649_07ca44a222.jpg#0,A boy in a red jacket holding a stick and yelling .,2299859649_07ca44a222_0.wav,train,2299859649_07ca44a222.jpg,"['stick', 'boy', 'jacket']"
230016181_0c52b95304.jpg#0,A person and their tan dog go for a ride in a rowboat .,230016181_0c52b95304_0.wav,train,230016181_0c52b95304.jpg,"['tan', 'ride', 'dog', 'person']"
2300920203_f29260b1db.jpg#0,A blond dog playing with a colorful dog toy .,2300920203_f29260b1db_0.wav,train,2300920203_f29260b1db.jpg,"['toy', 'blond', 'dog']"
2301379282_5fbcf230d1.jpg#0,A child smiling as they are being thrown in the air by an adult .,2301379282_5fbcf230d1_0.wav,train,2301379282_5fbcf230d1.jpg,"['adult', 'air', 'child']"
2301867590_98c0ecb0cb.jpg#2,Two children lying in the snow making snow angels,2301867590_98c0ecb0cb_2.wav,train,2301867590_98c0ecb0cb.jpg,['snow']
2302747917_aa0300eb68.jpg#0,A girl in green is running behind a boy in red in a sports arena whilst a girl in pink is running in the background .,2302747917_aa0300eb68_0.wav,train,2302747917_aa0300eb68.jpg,"['boy', 'girl', 'pink', 'background']"
2303016989_0deb96c8d9.jpg#0,A black and white dog is catching a red and green object in his mouth .,2303016989_0deb96c8d9_0.wav,train,2303016989_0deb96c8d9.jpg,"['mouth', 'dog']"
2303356248_65dd6aba6f.jpg#0,Kids wearing jackets and hats swinging on tire swing in snow,2303356248_65dd6aba6f_0.wav,train,2303356248_65dd6aba6f.jpg,"['tire', 'snow', 'swing']"
2303951441_3c8080907a.jpg#0,A black furry dog is jumping in the air next to another dog .,2303951441_3c8080907a_0.wav,train,2303951441_3c8080907a.jpg,"['air', 'furry', 'dog']"
2304374703_555195d8d5.jpg#0,A brown dog plays with a bright orange ball in the snow .,2304374703_555195d8d5_0.wav,train,2304374703_555195d8d5.jpg,"['orange', 'ball', 'snow', 'dog']"
2304444199_05386d2e9c.jpg#0,A girl climbs a rock wall .,2304444199_05386d2e9c_0.wav,train,2304444199_05386d2e9c.jpg,"['wall', 'girl', 'rock']"
2305437797_e6c3460190.jpg#0,A dog is swimming across the water biting onto a stick .,2305437797_e6c3460190_0.wav,train,2305437797_e6c3460190.jpg,"['water', 'stick', 'dog']"
2306186887_0bd8ed3792.jpg#0,A brown dog is playing with a red toy while another brown dog bounds towards the camera .,2306186887_0bd8ed3792_0.wav,train,2306186887_0bd8ed3792.jpg,"['camera', 'dog', 'toy']"
2307807200_91fa29cba1.jpg#0,An elderly woman is standing by the window of a grey stone building .,2307807200_91fa29cba1_0.wav,train,2307807200_91fa29cba1.jpg,"['window', 'stone', 'grey', 'woman']"
2308108566_2cba6bca53.jpg#0,A man rides a bike on a dirt path .,2308108566_2cba6bca53_0.wav,train,2308108566_2cba6bca53.jpg,"['bike', 'man', 'path']"
2309327462_82a24538d4.jpg#0,a dog chases another dog .,2309327462_82a24538d4_0.wav,train,2309327462_82a24538d4.jpg,['dog']
2310108346_e82d209ccd.jpg#0,An older person sitting beside a body of water .,2310108346_e82d209ccd_0.wav,train,2310108346_e82d209ccd.jpg,"['body', 'water', 'person']"
2310233145_910cb5b4c8.jpg#0,A child in orange walking on wooden walkway built in a body of water .,2310233145_910cb5b4c8_0.wav,train,2310233145_910cb5b4c8.jpg,"['water', 'orange', 'body', 'child']"
2312731013_1a3a8e25c6.jpg#0,A man and a dog are sitting on the pavement are sitting by a wall .,2312731013_1a3a8e25c6_0.wav,train,2312731013_1a3a8e25c6.jpg,"['wall', 'man', 'dog']"
2312747482_20a81b2230.jpg#0,A child peeks his head out from some flowers .,2312747482_20a81b2230_0.wav,train,2312747482_20a81b2230.jpg,"['head', 'child']"
2312984882_bec7849e09.jpg#1,A small band of guys are playing their saxophones and one man is playing the drums with buckets .,2312984882_bec7849e09_1.wav,train,2312984882_bec7849e09.jpg,"['band', 'man']"
2313230479_13f87c6bf3.jpg#0,A black and white dog running in front of a brown dog in the grass .,2313230479_13f87c6bf3_0.wav,train,2313230479_13f87c6bf3.jpg,"['grass', 'front', 'dog']"
2313822078_282dc07531.jpg#0,A child swings on his stomach on a tire swing amidst trees .,2313822078_282dc07531_0.wav,train,2313822078_282dc07531.jpg,"['tire', 'child']"
2314722788_6262c3aa40.jpg#0,A black and brown dog are starring at each other .,2314722788_6262c3aa40_0.wav,train,2314722788_6262c3aa40.jpg,['dog']
2314732154_83bc7f7314.jpg#0,A brown dog walks towards another animal hiding in the grass .,2314732154_83bc7f7314_0.wav,train,2314732154_83bc7f7314.jpg,"['grass', 'dog']"
2315418282_80bd0bb1c0.jpg#0,A brown and white dog is leaping over a log near water in the snow .,2315418282_80bd0bb1c0_0.wav,train,2315418282_80bd0bb1c0.jpg,"['water', 'dog', 'snow', 'brown']"
2315807231_6948b3f3a5.jpg#0,A brown dog is shaking off the snow .,2315807231_6948b3f3a5_0.wav,train,2315807231_6948b3f3a5.jpg,"['snow', 'dog']"
2315867011_fc5fc9fa6d.jpg#1,Two children sitting atop a large yellow bounce toy .,2315867011_fc5fc9fa6d_1.wav,train,2315867011_fc5fc9fa6d.jpg,['toy']
2316097768_ef662f444b.jpg#0,A black guy smoking a cigarette .,2316097768_ef662f444b_0.wav,train,2316097768_ef662f444b.jpg,"['cigarette', 'guy']"
2318502106_33f2e4b4fc.jpg#0,A man in swim trunks is juggling on the beach,2318502106_33f2e4b4fc_0.wav,train,2318502106_33f2e4b4fc.jpg,"['man', 'beach']"
2318659263_c24005a5cb.jpg#0,A fluffy white dog running across the snow .,2318659263_c24005a5cb_0.wav,train,2318659263_c24005a5cb.jpg,"['snow', 'dog']"
2319087586_919472310f.jpg#0,"A guy with tattoos , sitting on a couch .",2319087586_919472310f_0.wav,train,2319087586_919472310f.jpg,"['couch', 'guy']"
2319175397_3e586cfaf8.jpg#0,Two husky-like white dogs are outside on snow .,2319175397_3e586cfaf8_0.wav,train,2319175397_3e586cfaf8.jpg,['snow']
2319197581_94f807b204.jpg#0,"A fluffy , white dog running in the snow .",2319197581_94f807b204_0.wav,train,2319197581_94f807b204.jpg,"['snow', 'dog']"
2319808437_bbbdc317c0.jpg#0,Three people are standing on a hill that is partly covered in snow .,2319808437_bbbdc317c0_0.wav,train,2319808437_bbbdc317c0.jpg,"['snow', 'hill']"
2320125735_27fe729948.jpg#0,A black and brown dog with blue collar goes on alert by a soccer ball in the grass .,2320125735_27fe729948_0.wav,train,2320125735_27fe729948.jpg,"['ball', 'collar', 'soccer', 'dog', 'grass']"
2321466753_5606a10721.jpg#0,A baby hold a wicker basket .,2321466753_5606a10721_0.wav,train,2321466753_5606a10721.jpg,['baby']
2321865325_79b0954a5d.jpg#0,A black and white puppy runs along the gravel road .,2321865325_79b0954a5d_0.wav,train,2321865325_79b0954a5d.jpg,['road']
232193739_ed5f348c7a.jpg#0,A guy skateboarding on midair .,232193739_ed5f348c7a_0.wav,train,232193739_ed5f348c7a.jpg,"['midair', 'guy']"
2322327298_7948338390.jpg#0,A blond lab runs in the snow .,2322327298_7948338390_0.wav,train,2322327298_7948338390.jpg,"['snow', 'blond']"
2322334640_d4d22619ff.jpg#0,a boy rides his ripstik on the street .,2322334640_d4d22619ff_0.wav,train,2322334640_d4d22619ff.jpg,"['boy', 'street']"
2322593776_e6aaf69e80.jpg#0,A little boy is on top of a snow mound .,2322593776_e6aaf69e80_0.wav,train,2322593776_e6aaf69e80.jpg,"['top', 'boy']"
2322601965_748d59dc57.jpg#2,Two small girls in white dresses standing in front of a large green plant .,2322601965_748d59dc57_2.wav,train,2322601965_748d59dc57.jpg,['front']
2324779494_5e72d29171.jpg#0,A boy dressed for Halloween,2324779494_5e72d29171_0.wav,train,2324779494_5e72d29171.jpg,['boy']
2324917982_f3db8c11e9.jpg#0,A boy in blue pajamas plays with a toy .,2324917982_f3db8c11e9_0.wav,train,2324917982_f3db8c11e9.jpg,"['pajamas', 'boy', 'toy']"
2324979199_4193ef7537.jpg#0,A girl and boy hug each other near a doorway .,2324979199_4193ef7537_0.wav,train,2324979199_4193ef7537.jpg,"['boy', 'girl']"
2325258180_6217dd17eb.jpg#0,A black and brown dog is laying with a tiger striped toy .,2325258180_6217dd17eb_0.wav,train,2325258180_6217dd17eb.jpg,"['dog', 'toy']"
2325386353_1f1a05e1ce.jpg#0,a boy in a mask holds up two bags of bread .,2325386353_1f1a05e1ce_0.wav,train,2325386353_1f1a05e1ce.jpg,['boy']
2325816912_b3bb41cdbb.jpg#0,A black dog running through the snow .,2325816912_b3bb41cdbb_0.wav,train,2325816912_b3bb41cdbb.jpg,"['snow', 'dog']"
2326730558_75c20e5033.jpg#0,A beige dog and brown dog in the snow .,2326730558_75c20e5033_0.wav,train,2326730558_75c20e5033.jpg,"['snow', 'dog']"
2326879311_555ebef188.jpg#0,A man in a red shirt is curled up on pavement outdoors .,2326879311_555ebef188_0.wav,train,2326879311_555ebef188.jpg,"['shirt', 'man']"
2327088022_478dbd2c17.jpg#0,A man climbing an icy glacier with the assistance of a pick .,2327088022_478dbd2c17_0.wav,train,2327088022_478dbd2c17.jpg,['man']
2327240505_e73cc73246.jpg#0,A boy hitting a girl on a skateboard with a plushie snake .,2327240505_e73cc73246_0.wav,train,2327240505_e73cc73246.jpg,"['girl', 'boy', 'skateboard']"
2328104318_5a43ca170c.jpg#0,"A man in a hoodie is looking at a pad of paper , outside a window .",2328104318_5a43ca170c_0.wav,train,2328104318_5a43ca170c.jpg,"['window', 'man']"
2328106090_b7c2725501.jpg#0,A man rides a unicycle .,2328106090_b7c2725501_0.wav,train,2328106090_b7c2725501.jpg,['man']
2328616978_fb21be2b87.jpg#0,a lady wearing a black dress carrying a white cross,2328616978_fb21be2b87_0.wav,train,2328616978_fb21be2b87.jpg,"['lady', 'dress']"
2330062180_355ccbceb5.jpg#0,A dog running down a snow covered hill,2330062180_355ccbceb5_0.wav,train,2330062180_355ccbceb5.jpg,"['snow', 'hill', 'dog']"
2330536645_2d36b516e1.jpg#0,A group of kids is splashing in deep water nearby a rock formation .,2330536645_2d36b516e1_0.wav,train,2330536645_2d36b516e1.jpg,"['water', 'rock', 'group']"
2330843604_b8d75d6ac7.jpg#0,A blond child jumping rope on a sidewalk .,2330843604_b8d75d6ac7_0.wav,train,2330843604_b8d75d6ac7.jpg,"['sidewalk', 'rope', 'blond', 'child']"
2331510788_986809bbb4.jpg#0,A brown dog is up to its knees in snow .,2331510788_986809bbb4_0.wav,train,2331510788_986809bbb4.jpg,"['snow', 'dog']"
233242340_09963100a3.jpg#0,"A brown , black and white dog is on a obstacle course .",233242340_09963100a3_0.wav,train,233242340_09963100a3.jpg,"['brown', 'dog']"
2332540384_4cf26406a9.jpg#0,A man with an Afro is skating on a vert ramp,2332540384_4cf26406a9_0.wav,train,2332540384_4cf26406a9.jpg,"['ramp', 'man']"
233270519_d60d4518fa.jpg#0,"A man in swim trunks hits a ball with a paddle , while on the beach .",233270519_d60d4518fa_0.wav,train,233270519_d60d4518fa.jpg,"['ball', 'man', 'beach']"
2332986053_864db84971.jpg#0,A man in an orange shirt and a blue hardhat smiles .,2332986053_864db84971_0.wav,train,2332986053_864db84971.jpg,"['shirt', 'orange', 'blue', 'hardhat', 'man']"
233327292_3bcbc3783f.jpg#0,A man in a grey suit kneels in front of a woman in a white dress .,233327292_3bcbc3783f_0.wav,train,233327292_3bcbc3783f.jpg,"['front', 'dress', 'grey', 'woman', 'suit', 'man']"
2333584535_1eaf9baf3e.jpg#0,A group of sled dogs in harness is standing together in the snow .,2333584535_1eaf9baf3e_0.wav,train,2333584535_1eaf9baf3e.jpg,"['snow', 'group']"
2333816000_7105d0ffac.jpg#0,A man climbing a rock face,2333816000_7105d0ffac_0.wav,train,2333816000_7105d0ffac.jpg,"['face', 'man', 'rock']"
2335428699_4eba9b6245.jpg#0,Children are playing on a trampoline in the snow .,2335428699_4eba9b6245_0.wav,train,2335428699_4eba9b6245.jpg,"['snow', 'trampoline']"
2335619125_2e2034f2c3.jpg#0,A big black dog bares its teeth while running through the snow .,2335619125_2e2034f2c3_0.wav,train,2335619125_2e2034f2c3.jpg,"['snow', 'dog']"
2335634931_7e9e8c2959.jpg#0,A dog attacking a guy .,2335634931_7e9e8c2959_0.wav,train,2335634931_7e9e8c2959.jpg,"['guy', 'dog']"
2337377811_8c81b40a64.jpg#0,A bundled up toddler is walking over snow .,2337377811_8c81b40a64_0.wav,train,2337377811_8c81b40a64.jpg,['toddler']
2337757064_08c4033824.jpg#0,A fisherman in a field near a lake .,2337757064_08c4033824_0.wav,train,2337757064_08c4033824.jpg,"['lake', 'field']"
2337809114_899ba61330.jpg#0,A boy and girl are placing a red blindfold over a woman 's eyes .,2337809114_899ba61330_0.wav,train,2337809114_899ba61330.jpg,"['girl', 'boy', 'woman']"
2337919839_df83827fa0.jpg#0,A little boy kicks a soccer ball in the park .,2337919839_df83827fa0_0.wav,train,2337919839_df83827fa0.jpg,"['ball', 'park', 'soccer', 'boy']"
2338627102_6708a9b4fd.jpg#0,A man in a red jacket and khaki pants is walking through a part of what looks like Arizona .,2338627102_6708a9b4fd_0.wav,train,2338627102_6708a9b4fd.jpg,"['man', 'jacket']"
2339140905_9f625f140a.jpg#0,A woman in a yellow jacket skis in the snow .,2339140905_9f625f140a_0.wav,train,2339140905_9f625f140a.jpg,"['snow', 'woman', 'skis', 'jacket']"
2339516180_12493e8ecf.jpg#0,A man walking 3 dalmatians along a sunny street .,2339516180_12493e8ecf_0.wav,train,2339516180_12493e8ecf.jpg,"['man', 'street']"
2339946012_06bd480ab8.jpg#0,A brown dog is swimming in the water .,2339946012_06bd480ab8_0.wav,train,2339946012_06bd480ab8.jpg,"['water', 'dog']"
2340919359_f56787d307.jpg#0,A man is sitting on a black and brown dog .,2340919359_f56787d307_0.wav,train,2340919359_f56787d307.jpg,"['man', 'dog']"
2341254813_c53a5ef27a.jpg#0,a boy in a green shirt is jumping with his arms in the air at the end of a bowling alley .,2341254813_c53a5ef27a_0.wav,train,2341254813_c53a5ef27a.jpg,"['air', 'shirt', 'boy']"
234241682_51d9fabb27.jpg#0,A soccer game at sunset,234241682_51d9fabb27_0.wav,train,234241682_51d9fabb27.jpg,"['game', 'sunset', 'soccer']"
2342478660_faef1afea8.jpg#0,A boy wears Mr. Potato head features .,2342478660_faef1afea8_0.wav,train,2342478660_faef1afea8.jpg,"['head', 'boy']"
2343879696_59a82f496f.jpg#0,A child feels like he 's flying as his mom throws him up in the air during a game .,2343879696_59a82f496f_0.wav,train,2343879696_59a82f496f.jpg,"['game', 'air', 'child']"
2344412916_9a5a9b1c82.jpg#0,A man on Rollerblades glides down a park path .,2344412916_9a5a9b1c82_0.wav,train,2344412916_9a5a9b1c82.jpg,"['man', 'path']"
2344875609_8e172d682b.jpg#0,A child hides inside a cave created by massive amounts of snow .,2344875609_8e172d682b_0.wav,train,2344875609_8e172d682b.jpg,"['snow', 'child']"
2344898759_5674382bcd.jpg#0,A girl is talking on the phone while sitting on a wall,2344898759_5674382bcd_0.wav,train,2344898759_5674382bcd.jpg,"['wall', 'girl']"
2346189044_546ed84aa9.jpg#1,"A young boy at a party , dancing enthusiastically .",2346189044_546ed84aa9_1.wav,train,2346189044_546ed84aa9.jpg,['boy']
2346523971_d3f1e12ce4.jpg#0,Three girls dancing in front of a couple of musicians .,2346523971_d3f1e12ce4_0.wav,train,2346523971_d3f1e12ce4.jpg,"['couple', 'front']"
2346629210_8d6668d22d.jpg#0,A man in a brown coat and green tie walks on a street .,2346629210_8d6668d22d_0.wav,train,2346629210_8d6668d22d.jpg,"['coat', 'man', 'street']"
2347921097_f2e35753c0.jpg#0,A brown and black dog sits on a bed and looks at a gray and white dog .,2347921097_f2e35753c0_0.wav,train,2347921097_f2e35753c0.jpg,"['brown', 'dog']"
2348491126_30db0d46ef.jpg#0,a dark man wearing sunglasses and a black leather jacket is passing by a window .,2348491126_30db0d46ef_0.wav,train,2348491126_30db0d46ef.jpg,"['window', 'man', 'jacket']"
2348924378_47e556d81a.jpg#0,A child plays T-ball .,2348924378_47e556d81a_0.wav,train,2348924378_47e556d81a.jpg,['child']
2350400382_ced2b6c91e.jpg#0,A black dog caught in mid-jump catching a toy in his mouth .,2350400382_ced2b6c91e_0.wav,train,2350400382_ced2b6c91e.jpg,"['mouth', 'dog', 'toy']"
235065283_1f9a3c79db.jpg#0,A man climb up a snowy mountain .,235065283_1f9a3c79db_0.wav,train,235065283_1f9a3c79db.jpg,"['snowy', 'man', 'mountain']"
235074044_c1358888ed.jpg#0,A crowd of people are gathered in a busy subway station .,235074044_c1358888ed_0.wav,train,235074044_c1358888ed.jpg,"['station', 'crowd']"
2351762979_0941aecced.jpg#0,A girl climbing a chain link fence .,2351762979_0941aecced_0.wav,train,2351762979_0941aecced.jpg,"['fence', 'girl']"
2352414953_10f3cd0f1f.jpg#0,A boy holding a tube and smiling at the camera .,2352414953_10f3cd0f1f_0.wav,train,2352414953_10f3cd0f1f.jpg,"['tube', 'boy', 'camera']"
2353088412_5e5804c6f5.jpg#0,A black dog running with a stuffed bird in its mouth and another dog chasing it .,2353088412_5e5804c6f5_0.wav,train,2353088412_5e5804c6f5.jpg,"['mouth', 'dog']"
2353102255_67d9d2e40a.jpg#0,A large dog stands over a smaller dog who has its mouth open .,2353102255_67d9d2e40a_0.wav,train,2353102255_67d9d2e40a.jpg,"['mouth', 'dog']"
2353119813_685bace18e.jpg#0,A dog is jumping playing with a ball that has broken .,2353119813_685bace18e_0.wav,train,2353119813_685bace18e.jpg,"['ball', 'dog']"
2354456107_bf5c766a05.jpg#0,"A man holding money , standing in front of a street band and a store .",2354456107_bf5c766a05_0.wav,train,2354456107_bf5c766a05.jpg,"['front', 'band', 'street', 'store', 'man']"
2354792215_eef2bdc753.jpg#0,Boy in a black and white soccer uniform kicking the ball with other players nearby .,2354792215_eef2bdc753_0.wav,train,2354792215_eef2bdc753.jpg,"['ball', 'uniform', 'soccer', 'boy']"
2354829523_9542fc74ba.jpg#0,"A group of women in matching uniforms , one of which is speaking .",2354829523_9542fc74ba_0.wav,train,2354829523_9542fc74ba.jpg,['group']
2355093195_87fb7f82cb.jpg#0,A couple guys splash through water wearing hard hats .,2355093195_87fb7f82cb_0.wav,train,2355093195_87fb7f82cb.jpg,"['water', 'couple']"
2355578735_286af5b202.jpg#0,A boy in a fuzzy goat holds a craw and looks at it .,2355578735_286af5b202_0.wav,train,2355578735_286af5b202.jpg,['boy']
2355763034_9fb61a8165.jpg#0,A flautist plays the flute in a marching band,2355763034_9fb61a8165_0.wav,train,2355763034_9fb61a8165.jpg,['band']
2355819665_39021ff642.jpg#0,A boy on a bike rides around the neighborhood .,2355819665_39021ff642_0.wav,train,2355819665_39021ff642.jpg,"['bike', 'boy']"
2355880294_8f78a6fea6.jpg#0,Two athletic men climbing a waterfall .,2355880294_8f78a6fea6_0.wav,train,2355880294_8f78a6fea6.jpg,['waterfall']
2358447641_10f1e9d21f.jpg#0,A girl wearing a red snowsuit slides on her back on the ice .,2358447641_10f1e9d21f_0.wav,train,2358447641_10f1e9d21f.jpg,['girl']
2359784186_36c9746d02.jpg#0,A man in a long gray overcoat stands in a courtyard as snow falls .,2359784186_36c9746d02_0.wav,train,2359784186_36c9746d02.jpg,['man']
2360194369_d2fd03b337.jpg#0,a boy with a fishing pole looking down on a lake,2360194369_d2fd03b337_0.wav,train,2360194369_d2fd03b337.jpg,"['fishing', 'boy', 'lake']"
236095031_5cb17dc54a.jpg#0,A boy rock climbs .,236095031_5cb17dc54a_0.wav,train,236095031_5cb17dc54a.jpg,"['boy', 'rock']"
236095034_c983bdfbbf.jpg#0,A man climbing a rock-face .,236095034_c983bdfbbf_0.wav,train,236095034_c983bdfbbf.jpg,['man']
2362377137_9528692825.jpg#0,"A busy city street with neon lights , lots of people and traffic .",2362377137_9528692825_0.wav,train,2362377137_9528692825.jpg,"['city', 'traffic', 'street']"
2363006088_b3e3aa5c0b.jpg#0,A little boy chases chickens .,2363006088_b3e3aa5c0b_0.wav,train,2363006088_b3e3aa5c0b.jpg,['boy']
2363100645_c3423a0433.jpg#0,"A little girl playing the guitar , some flowers to the left .",2363100645_c3423a0433_0.wav,train,2363100645_c3423a0433.jpg,"['left', 'guitar']"
2363419943_717e6b119d.jpg#0,A lady and her little girl are holding hands and walking up the sidewalk .,2363419943_717e6b119d_0.wav,train,2363419943_717e6b119d.jpg,"['sidewalk', 'lady', 'girl']"
2363540508_9dd1ccf7c7.jpg#0,A girl goes down a red slide .,2363540508_9dd1ccf7c7_0.wav,train,2363540508_9dd1ccf7c7.jpg,"['slide', 'girl']"
2364096157_eb7970a69a.jpg#0,A black and brown dog carries a red toy in his mouth .,2364096157_eb7970a69a_0.wav,train,2364096157_eb7970a69a.jpg,"['mouth', 'dog', 'toy']"
2364394224_c17b09e035.jpg#0,A dog runs for a ball thrown by a small boy .,2364394224_c17b09e035_0.wav,train,2364394224_c17b09e035.jpg,"['ball', 'boy', 'dog']"
236474697_0c73dd5d8b.jpg#0,A group of people hold drinks and point at the camera .,236474697_0c73dd5d8b_0.wav,train,236474697_0c73dd5d8b.jpg,"['camera', 'group']"
236476706_175081ce18.jpg#1,Two girls are walking down the street towards a bigger group of people .,236476706_175081ce18_1.wav,train,236476706_175081ce18.jpg,"['street', 'group']"
236518934_c62a133077.jpg#0,A dog is jumping as he turns around on a beach .,236518934_c62a133077_0.wav,train,236518934_c62a133077.jpg,"['dog', 'beach']"
2366421102_2d60d53a0e.jpg#0,A girl dressed in pink picks flowers .,2366421102_2d60d53a0e_0.wav,train,2366421102_2d60d53a0e.jpg,"['girl', 'pink']"
2367139509_1ee4530b28.jpg#0,A black and brown dog running outside .,2367139509_1ee4530b28_0.wav,train,2367139509_1ee4530b28.jpg,['dog']
2367317953_503317493e.jpg#0,A female soccer player gives a teammate a piggyback ride .,2367317953_503317493e_0.wav,train,2367317953_503317493e.jpg,"['soccer', 'ride']"
2367816288_7c2d11d3c5.jpg#0,A boy cuts a flip in the grass .,2367816288_7c2d11d3c5_0.wav,train,2367816288_7c2d11d3c5.jpg,"['grass', 'boy']"
2368266191_87d77750f1.jpg#0,A dog chases another by a tree .,2368266191_87d77750f1_0.wav,train,2368266191_87d77750f1.jpg,"['tree', 'dog']"
2369248869_0266760c4a.jpg#0,a brown and black dog running through a river,2369248869_0266760c4a_0.wav,train,2369248869_0266760c4a.jpg,"['river', 'brown', 'dog']"
2369452202_8b0e8e25ca.jpg#0,"A crowd of people is standing around a red , white and blue hot air balloon as it is readied to launch into the blue sky .",2369452202_8b0e8e25ca_0.wav,train,2369452202_8b0e8e25ca.jpg,"['air', 'crowd']"
2369840118_a1c4240ab7.jpg#0,a boy holds a goat in his arms .,2369840118_a1c4240ab7_0.wav,train,2369840118_a1c4240ab7.jpg,['boy']
2370221025_be4d9a4431.jpg#0,A man wearing a green jacket is holding onto a baby in an orange bonnet .,2370221025_be4d9a4431_0.wav,train,2370221025_be4d9a4431.jpg,"['orange', 'jacket', 'baby', 'man']"
2371749487_d80195a2e7.jpg#0,A boy pushes another child in a kid-sized car .,2371749487_d80195a2e7_0.wav,train,2371749487_d80195a2e7.jpg,"['car', 'boy', 'child']"
2371809188_b805497cba.jpg#0,A boy climbs an indoor rock climbing wall .,2371809188_b805497cba_0.wav,train,2371809188_b805497cba.jpg,"['wall', 'boy', 'rock']"
2372572028_53b76104a9.jpg#0,A boy climbs into his toy car .,2372572028_53b76104a9_0.wav,train,2372572028_53b76104a9.jpg,"['car', 'boy', 'toy']"
2372763106_ddea79d36e.jpg#0,A black dog is completely off the ground while in a race .,2372763106_ddea79d36e_0.wav,train,2372763106_ddea79d36e.jpg,"['race', 'dog', 'ground']"
237277765_9e6fa5b99a.jpg#0,A girl is sitting on a log in the middle of some trees .,237277765_9e6fa5b99a_0.wav,train,237277765_9e6fa5b99a.jpg,['girl']
